complaint_id,complaint_text,category,department,status,customer_id,date_received,date_resolved
1117,The staff member was polite and handled my issue very well.,Staff Behavior,Customer Support,Resolved,CUST6681,2025-01-03 16:18:00,2025-01-04 22:39:05
1118,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Closed,CUST3942,2025-06-27 17:51:00,2025-07-06 09:26:58
1119,There is clear favoritism and under-the-table dealing happening.,Corruption/Bribery,Administration,Closed,CUST2565,2025-06-13 18:58:00,2025-06-19 03:20:17
1120,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,In Progress,CUST5782,2025-04-28 12:10:00,
1121,The road near the facility is damaged and causing accidents.,Infrastructure,Maintenance,In Progress,CUST2986,2025-08-24 22:57:00,
1122,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,Closed,CUST3700,2025-09-17 16:49:00,2025-09-18 21:43:34
1123,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Resolved,CUST8567,2025-01-01 04:04:00,2025-01-06 01:08:11
1124,I have been waiting since last month for this issue to be fixed.,,Operations,Open,CUST3236,2025-10-13 18:02:00,
1125,I have been waiting since last month for this issue to be fixed.,,Operations,Resolved,CUST8171,2025-07-03 13:05:00,2025-07-07 01:45:43
1126,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Open,CUST5819,2025-10-06 13:53:00,
1127,Why is the late fee applied when I paid on time?,,Billing,Open,CUST8219,2025-03-22 08:48:00,
1128,No technician has visited despite multiple requests.,Service Delay,Operations,In Progress,CUST9566,2025-09-22 14:34:00,
1129,The road near the facility is damaged and causing accidents.,,Maintenance,Open,CUST7183,2025-06-10 17:28:00,
1130,No safety measures are in place despite previous warnings.,Safety Concern,Security,Open,CUST1238,2025-06-08 11:12:00,
1131,No technician has visited despite multiple requests.,,Operations,Closed,CUST3750,2025-08-03 16:14:00,2025-08-05 00:21:23
1132,There are serious safety hazards at the site that need urgent attention.,Safety Concern,Security,In Progress,CUST4105,2025-06-04 16:52:00,
1133,The new infrastructure upgrade has improved things significantly.,,Maintenance,In Progress,CUST6298,2025-06-14 14:07:00,
1134,Why is the late fee applied when I paid on time?,,Billing,In Progress,CUST5562,2025-08-01 14:24:00,
1135,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,In Progress,CUST2668,2025-01-07 16:26:00,
1136,The new infrastructure upgrade has improved things significantly.,Infrastructure,Maintenance,In Progress,CUST7366,2025-03-04 11:38:00,
1137,There is a major leakage that has not been fixed for weeks.,,Maintenance,Closed,CUST8899,2025-05-21 18:48:00,2025-05-30 18:51:07
1138,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Resolved,CUST4808,2025-08-19 13:28:00,2025-08-21 22:46:24
1139,The staff at the counter was extremely rude to me today.,,Customer Support,Closed,CUST8020,2025-04-20 16:48:00,2025-04-22 16:25:29
1140,Thank you for quickly fixing the safety issue I reported earlier.,,Security,Resolved,CUST7156,2025-02-05 10:23:00,2025-02-08 16:19:53
1141,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Closed,CUST6385,2025-04-24 09:38:00,2025-04-26 01:52:59
1142,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,Resolved,CUST5726,2025-08-25 18:02:00,2025-08-26 23:41:41
1143,No safety measures are in place despite previous warnings.,Safety Concern,Security,In Progress,CUST5068,2025-10-11 12:21:00,
1144,No safety measures are in place despite previous warnings.,Safety Concern,Security,In Progress,CUST1099,2025-08-13 14:33:00,
1145,Why is the late fee applied when I paid on time?,,Billing,Resolved,CUST4345,2025-02-07 07:03:00,2025-02-09 15:10:59
1146,My bill amount doubled this month without any explanation.,,Billing,Closed,CUST2280,2025-08-27 18:50:00,2025-08-29 19:17:54
1147,Very unprofessional behavior from the officer on duty.,,Customer Support,In Progress,CUST5079,2025-05-24 21:12:00,
1148,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,In Progress,CUST2310,2025-06-21 11:12:00,
1149,"The new online system has made things much easier, well done.",Appreciation,Customer Support,Resolved,CUST8101,2025-06-06 22:30:00,2025-06-08 12:03:26
1150,Security personnel are not checking IDs properly at the gate.,Safety Concern,Security,Closed,CUST5918,2025-01-13 15:27:00,2025-01-15 19:12:13
1151,There is a major leakage that has not been fixed for weeks.,,Maintenance,Resolved,CUST5640,2025-07-06 18:16:00,2025-07-16 12:31:52
1152,Staff keep telling me to wait but nothing happens.,,Operations,Closed,CUST4106,2025-07-11 11:08:00,2025-07-18 20:07:40
1153,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Resolved,CUST7465,2025-09-12 15:31:00,2025-09-16 17:14:10
1154,"The new online system has made things much easier, well done.",,Customer Support,Closed,CUST1636,2025-06-10 18:41:00,2025-06-11 20:32:57
1155,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,In Progress,CUST5182,2025-06-19 09:10:00,
1156,I witnessed a near-accident due to lack of proper signage.,Safety Concern,Security,Closed,CUST7313,2025-07-16 17:40:00,2025-07-19 22:57:09
1157,"Excellent service today, very satisfied with the response.",Appreciation,Customer Support,Closed,CUST1462,2025-04-02 16:58:00,2025-04-04 10:19:20
1158,There is a major leakage that has not been fixed for weeks.,,Maintenance,Open,CUST3644,2025-04-15 10:43:00,
1159,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Closed,CUST2316,2025-08-13 12:25:00,2025-08-15 19:09:06
1160,I was treated very disrespectfully by the customer support agent.,Staff Behavior,Customer Support,Resolved,CUST9202,2025-11-06 17:53:00,2025-11-07 04:46:26
1161,"Great job by the support team, issue resolved within a day.",Appreciation,Customer Support,Closed,CUST2456,2025-07-24 12:26:00,2025-07-25 06:35:53
1162,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Open,CUST7520,2025-09-12 17:52:00,
1163,The road near the facility is damaged and causing accidents.,,Maintenance,Open,CUST7845,2025-12-27 10:31:00,
1164,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,Resolved,CUST4244,2025-09-06 09:11:00,2025-09-10 09:23:35
1165,The staff member was polite and handled my issue very well.,,Customer Support,Closed,CUST1966,2025-12-15 08:36:00,2025-12-19 00:20:45
1166,No safety measures are in place despite previous warnings.,Safety Concern,Security,Resolved,CUST2789,2025-04-28 09:26:00,2025-05-01 13:19:48
1167,I was asked to pay extra money to get my work done faster.,,Administration,Open,CUST1486,2025-02-03 12:24:00,
1168,Poor maintenance of the facility is causing repeated problems.,,Maintenance,Open,CUST1118,2025-07-25 16:06:00,
1169,The road near the facility is damaged and causing accidents.,Infrastructure,Maintenance,Open,CUST5355,2025-02-17 14:50:00,
1170,"Great job by the support team, issue resolved within a day.",Appreciation,Customer Support,In Progress,CUST6620,2025-09-20 14:27:00,
1171,,,Customer Support,Resolved,CUST6833,2025-12-22 11:25:00,2025-12-23 02:33:41
1172,I was asked to pay extra money to get my work done faster.,Corruption/Bribery,Administration,Resolved,CUST3275,2025-01-28 17:44:00,2025-02-04 23:57:25
1173,I was overcharged on my last bill and no one is responding.,,Billing,Closed,CUST8404,2025-11-09 14:44:00,2025-11-11 14:16:07
1174,Poor maintenance of the facility is causing repeated problems.,Infrastructure,Maintenance,Open,CUST6278,2025-07-22 08:12:00,
1175,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,In Progress,CUST8938,2025-11-26 15:47:00,
1176,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Closed,CUST8800,2025-10-12 10:27:00,2025-10-16 12:08:54
1177,I want to thank the team for resolving my issue so quickly.,,Customer Support,In Progress,CUST9520,2025-09-10 09:38:00,
1178,There is clear favoritism and under-the-table dealing happening.,,Administration,Closed,CUST9990,2025-07-05 17:31:00,2025-07-12 11:35:10
1179,"Great job by the support team, issue resolved within a day.",Appreciation,Customer Support,Resolved,CUST4987,2025-03-15 09:07:00,2025-03-16 04:13:42
1180,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,In Progress,CUST7283,2025-02-23 14:01:00,
1181,No safety measures are in place despite previous warnings.,Safety Concern,Security,Closed,CUST3224,2025-09-22 15:30:00,2025-09-27 13:29:28
1182,"Great job by the support team, issue resolved within a day.",Appreciation,Customer Support,Closed,CUST2059,2025-02-23 13:21:00,2025-02-24 03:44:48
1183,Poor maintenance of the facility is causing repeated problems.,Infrastructure,Maintenance,Closed,CUST8159,2025-11-24 05:47:00,2025-11-30 07:33:49
1184,No safety measures are in place despite previous warnings.,,Security,Open,CUST4082,2025-04-10 10:05:00,
1185,There are serious safety hazards at the site that need urgent attention.,Safety Concern,Security,In Progress,CUST1027,2025-07-05 14:54:00,
1186,Staff keep telling me to wait but nothing happens.,,Operations,Closed,CUST6980,2025-07-28 19:24:00,2025-08-03 12:13:48
1187,No safety measures are in place despite previous warnings.,Safety Concern,Security,In Progress,CUST9819,2025-07-20 16:37:00,
1188,An official demanded a bribe before processing my documents.,Corruption/Bribery,Administration,In Progress,CUST3415,2025-03-10 15:53:00,
1189,There is a major leakage that has not been fixed for weeks.,,Maintenance,Closed,CUST6245,2025-09-28 10:51:00,2025-10-08 09:59:05
1190,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Resolved,CUST4534,2025-05-28 18:45:00,2025-06-04 03:02:00
1191,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,In Progress,CUST4687,2025-01-26 08:21:00,
1192,The road near the facility is damaged and causing accidents.,Infrastructure,Maintenance,Closed,CUST5900,2025-12-25 12:11:00,2026-01-09 04:10:25
1193,"Excellent service today, very satisfied with the response.",Appreciation,Customer Support,In Progress,CUST6706,2025-12-18 12:25:00,
1194,Security personnel are not checking IDs properly at the gate.,Safety Concern,Security,In Progress,CUST9978,2025-02-24 17:18:00,
1195,No technician has visited despite multiple requests.,,Operations,Closed,CUST5981,2025-05-26 13:37:00,2025-06-01 01:45:27
1196,I was treated very disrespectfully by the customer support agent.,Staff Behavior,Customer Support,Resolved,CUST4436,2025-07-15 08:44:00,2025-07-18 06:54:21
1197,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Closed,CUST3418,2025-09-01 11:23:00,2025-09-03 07:07:24
1198,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Open,CUST8763,2025-08-06 17:59:00,
1199,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,In Progress,CUST3434,2025-02-17 10:41:00,
1200,Poor maintenance of the facility is causing repeated problems.,,Maintenance,Resolved,CUST3826,2025-04-04 18:15:00,2025-04-14 11:59:05
1201,Poor maintenance of the facility is causing repeated problems.,Infrastructure,Maintenance,Closed,CUST7260,2025-09-26 16:42:00,2025-10-07 23:47:34
1202,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Open,CUST9351,2025-06-04 10:07:00,
1203,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,In Progress,CUST3967,2025-07-19 17:30:00,
1204,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,In Progress,CUST9806,2025-05-05 08:06:00,
1205,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Closed,CUST2047,2025-06-27 15:34:00,2025-06-29 05:27:10
1206,The staff member was polite and handled my issue very well.,Staff Behavior,Customer Support,Closed,CUST4399,2025-07-27 13:50:00,2025-07-30 07:23:51
1207,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,In Progress,CUST6149,2025-03-20 01:44:00,
1208,My bill amount doubled this month without any explanation.,,Billing,Open,CUST1573,2025-07-21 12:10:00,
1209,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,In Progress,CUST1001,2025-07-12 10:34:00,
1210,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Closed,CUST8289,2025-12-17 14:57:00,2025-12-21 22:10:58
1211,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Closed,CUST9818,2025-08-17 10:58:00,2025-08-20 07:07:43
1212,The staff at the counter was extremely rude to me today.,,Customer Support,Open,CUST4526,2025-08-02 06:15:00,
1213,"Excellent service today, very satisfied with the response.",Appreciation,Customer Support,Closed,CUST5177,2025-07-09 18:08:00,2025-07-10 09:50:21
1214,No technician has visited despite multiple requests.,Service Delay,Operations,Closed,CUST3346,2025-06-03 17:16:00,2025-06-10 14:52:53
1215,The staff at the counter was extremely rude to me today.,,Customer Support,Closed,CUST7097,2025-08-09 18:40:00,2025-08-14 19:55:56
1216,The staff member was polite and handled my issue very well.,Staff Behavior,Customer Support,In Progress,CUST8104,2025-08-14 09:52:00,
1217,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Resolved,CUST7664,2025-04-09 07:07:00,2025-04-15 18:21:47
1218,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,In Progress,CUST4698,2025-06-11 05:49:00,
1219,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Closed,CUST3023,2025-06-08 14:24:00,2025-06-12 07:13:55
1220,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Open,CUST5620,2025-07-26 23:31:00,
1221,The staff member was polite and handled my issue very well.,Staff Behavior,Customer Support,In Progress,CUST3960,2025-02-02 17:10:00,
1222,Staff keep telling me to wait but nothing happens.,,Operations,Resolved,CUST1155,2025-07-28 13:25:00,2025-07-31 16:54:13
1223,There is a major leakage that has not been fixed for weeks.,,Maintenance,Resolved,,2025-08-05 07:24:00,2025-08-14 10:28:10
1224,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Resolved,CUST6799,2025-08-14 18:45:00,2025-08-26 08:45:56
1225,Thank you for quickly fixing the safety issue I reported earlier.,Safety Concern,Security,Closed,CUST4748,2025-05-14 18:33:00,2025-05-19 06:35:21
1226,It has been three weeks and my complaint is still not resolved.,,Operations,In Progress,CUST2302,2025-12-14 13:49:00,
1227,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Open,CUST9074,2025-12-06 13:36:00,
1228,There are serious safety hazards at the site that need urgent attention.,Safety Concern,Security,Resolved,CUST8858,2025-12-14 11:43:00,2025-12-17 06:10:11
1229,The staff member was polite and handled my issue very well.,Staff Behavior,Customer Support,Resolved,CUST1119,2025-08-13 16:00:00,2025-08-14 11:16:39
1230,The new infrastructure upgrade has improved things significantly.,Infrastructure,Maintenance,Closed,CUST9652,2025-09-08 14:47:00,2025-09-16 11:47:14
1231,The road near the facility is damaged and causing accidents.,Infrastructure,Maintenance,Closed,CUST4687,2025-08-06 14:43:00,2025-08-18 02:56:47
1232,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,Closed,CUST7211,2025-10-17 14:22:00,2025-10-20 21:51:14
1233,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Closed,CUST2931,2025-05-22 09:15:00,2025-05-24 23:29:55
1234,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Closed,CUST4562,2025-05-07 13:00:00,2025-05-12 01:11:20
1235,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,Resolved,CUST8542,2025-12-20 12:54:00,2025-12-21 04:48:17
1236,The response time for service requests is unacceptably slow.,Service Delay,Operations,Closed,CUST1145,2025-02-12 14:56:00,2025-02-17 20:50:49
1237,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Closed,CUST8985,2025-04-17 15:32:00,2025-04-20 02:07:18
1238,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,In Progress,CUST3984,2025-04-13 13:23:00,
1239,The employee refused to help and was arguing instead of assisting.,,Customer Support,Closed,CUST6795,2025-02-15 14:42:00,2025-02-18 11:39:38
1240,There are serious safety hazards at the site that need urgent attention.,,Security,In Progress,CUST1659,2025-05-28 11:45:00,
1241,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Closed,CUST5354,2025-09-02 12:10:00,2025-09-04 08:37:37
1242,Why is the late fee applied when I paid on time?,,Billing,Closed,CUST7551,2025-07-26 06:43:00,2025-07-27 22:28:26
1243,Very unprofessional behavior from the officer on duty.,,Customer Support,Open,CUST9192,2025-03-04 21:50:00,
1244,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Resolved,CUST1131,2025-01-27 10:21:00,2025-01-28 21:03:19
1245,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,Resolved,CUST9376,2025-05-03 12:48:00,2025-05-07 01:49:06
1246,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Closed,CUST8031,2025-09-28 10:16:00,2025-09-29 10:27:27
1247,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,In Progress,CUST3436,2025-08-17 09:39:00,
1248,No technician has visited despite multiple requests.,Service Delay,Operations,Closed,CUST4270,2025-06-09 13:12:00,2025-06-13 22:21:28
1249,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Closed,CUST4633,2025-06-17 16:19:00,2025-06-19 01:52:30
1250,I have been waiting since last month for this issue to be fixed.,,Operations,Open,CUST6956,2025-01-14 13:41:00,
1251,The response time for service requests is unacceptably slow.,,Operations,Closed,CUST1008,2025-09-08 13:20:00,2025-09-14 07:26:46
1252,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Closed,CUST4028,2025-04-16 11:17:00,2025-04-18 07:49:04
1253,I have been waiting since last month for this issue to be fixed.,,Operations,Open,CUST3134,2025-06-10 07:07:00,
1254,The response time for service requests is unacceptably slow.,,Operations,Resolved,CUST5521,2025-09-19 14:33:00,2025-09-23 23:14:07
1255,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Resolved,CUST1672,2025-02-04 13:08:00,2025-02-05 21:50:58
1256,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Open,CUST6618,2025-04-15 17:59:00,
1257,I have been waiting since last month for this issue to be fixed.,,Operations,Closed,CUST4140,2025-12-07 12:34:00,2025-12-11 17:24:33
1258,The response time for service requests is unacceptably slow.,Service Delay,Operations,Closed,CUST6690,2025-11-25 11:54:00,2025-11-29 04:33:39
1259,An official demanded a bribe before processing my documents.,Corruption/Bribery,Administration,Resolved,CUST9581,2025-08-04 11:58:00,2025-08-12 19:50:51
1260,I want to thank the team for resolving my issue so quickly.,,Customer Support,Closed,CUST1996,2025-03-09 15:44:00,2025-03-10 13:59:28
1261,No safety measures are in place despite previous warnings.,Safety Concern,Security,Closed,CUST2228,2025-09-13 14:31:00,2025-09-18 17:40:53
1262,The online payment portal charged me twice for the same bill.,,Billing,Resolved,CUST4015,2025-06-25 20:24:00,2025-06-27 09:59:11
1263,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Closed,CUST8461,2025-04-23 17:00:00,2025-04-25 19:46:53
1264,The staff member was polite and handled my issue very well.,,Customer Support,In Progress,CUST2951,2025-04-28 15:14:00,
1265,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Resolved,CUST5550,2025-07-10 08:02:00,2025-07-11 20:13:46
1266,"The new online system has made things much easier, well done.",Appreciation,Customer Support,Closed,CUST4440,2025-11-02 11:41:00,2025-11-02 15:01:33
1267,The staff at the counter was extremely rude to me today.,,Customer Support,Closed,CUST9999,2025-08-21 08:38:00,2025-08-23 11:55:18
1268,No technician has visited despite multiple requests.,,Operations,In Progress,CUST1170,2025-06-20 11:18:00,
1269,I was asked to pay extra money to get my work done faster.,,Administration,In Progress,CUST2743,2025-09-09 16:11:00,
1270,Security personnel are not checking IDs properly at the gate.,Safety Concern,Security,Resolved,CUST4377,2025-12-09 07:55:00,2025-12-12 17:49:18
1271,No safety measures are in place despite previous warnings.,Safety Concern,Security,Resolved,CUST7479,2025-05-07 20:37:00,2025-05-10 15:12:59
1272,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Open,CUST9125,2025-09-14 15:23:00,
1273,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Resolved,CUST3955,2025-10-06 15:12:00,2025-10-09 13:46:57
1274,The road near the facility is damaged and causing accidents.,Infrastructure,Maintenance,Resolved,CUST2137,2025-05-06 01:52:00,2025-05-08 15:08:52
1275,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Open,CUST1193,2025-04-21 14:25:00,
1276,Poor maintenance of the facility is causing repeated problems.,Infrastructure,Maintenance,Open,CUST1716,2025-06-04 18:52:00,
1277,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Open,CUST2742,2025-04-21 14:38:00,
1278,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,Open,CUST8279,2025-10-03 17:12:00,
1279,I witnessed a near-accident due to lack of proper signage.,Safety Concern,Security,Open,CUST9906,2025-05-05 15:15:00,
1280,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Resolved,CUST3323,2025-02-10 08:06:00,2025-02-11 10:08:25
1281,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Open,CUST4700,2025-01-14 01:24:00,
1282,"Great job by the support team, issue resolved within a day.",Appreciation,Customer Support,Closed,CUST2804,2025-08-23 11:52:00,2025-08-24 12:54:31
1283,The response time for service requests is unacceptably slow.,Service Delay,Operations,Open,CUST2389,2025-05-20 10:21:00,
1284,There is clear favoritism and under-the-table dealing happening.,,Administration,In Progress,CUST7967,2025-03-14 12:33:00,
1285,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Closed,CUST9179,2025-08-10 14:22:00,2025-08-11 00:44:46
1286,The equipment at the site is old and frequently malfunctions.,,Maintenance,Open,CUST3435,2025-10-23 15:51:00,
1287,No safety measures are in place despite previous warnings.,Safety Concern,Security,Closed,CUST8838,2025-05-13 14:28:00,2025-05-18 10:50:31
1288,,,Security,Open,CUST3089,2025-07-24 17:17:00,
1289,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Resolved,CUST6463,2025-05-16 15:27:00,2025-05-20 02:46:55
1290,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Resolved,CUST9785,2025-06-18 10:31:00,2025-06-19 20:12:12
1291,An official demanded a bribe before processing my documents.,Corruption/Bribery,Administration,Resolved,CUST4593,2025-02-23 10:26:00,2025-03-01 00:29:13
1292,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Open,CUST3188,2025-06-07 16:54:00,
1293,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,Closed,CUST3283,2025-11-12 17:54:00,2025-11-14 07:39:39
1294,No technician has visited despite multiple requests.,,Operations,Closed,CUST4679,2025-10-18 17:59:00,2025-10-23 11:32:11
1295,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Open,CUST7958,2025-02-23 10:45:00,
1296,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Closed,CUST1494,2025-08-03 14:30:00,2025-08-10 05:25:07
1297,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Resolved,CUST3452,2025-02-03 11:00:00,2025-02-06 17:26:39
1298,Security personnel are not checking IDs properly at the gate.,,Security,Closed,CUST7742,2025-09-24 15:33:00,2025-09-29 13:36:51
1299,Security personnel are not checking IDs properly at the gate.,,Security,In Progress,CUST1526,2025-09-23 11:00:00,
1300,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Closed,CUST8443,2025-07-01 08:25:00,2025-07-05 23:57:37
1301,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,Closed,CUST3569,2025-11-17 18:19:00,2025-11-20 12:07:36
1302,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,In Progress,CUST4586,2025-07-05 10:47:00,
1303,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Closed,CUST7637,2025-08-03 08:52:00,2025-08-08 11:14:47
1304,I was asked to pay extra money to get my work done faster.,,Administration,Resolved,CUST2710,2025-01-12 14:41:00,2025-01-18 11:00:09
1305,The online payment portal charged me twice for the same bill.,,Billing,In Progress,CUST2744,2025-09-11 10:01:00,
1306,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Resolved,CUST1530,2025-01-10 07:12:00,2025-01-10 22:52:40
1307,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Resolved,CUST1748,2025-12-19 15:02:00,2025-12-23 00:21:05
1308,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Closed,CUST9195,2025-12-01 14:22:00,2025-12-02 14:40:01
1309,Why is the late fee applied when I paid on time?,,Billing,Closed,CUST9250,2025-09-05 22:44:00,2025-09-07 11:21:28
1310,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Resolved,CUST1612,2025-01-26 12:24:00,2025-01-27 20:51:20
1311,No technician has visited despite multiple requests.,Service Delay,Operations,Resolved,CUST4794,2025-08-03 12:56:00,2025-08-09 09:17:17
1312,There is clear favoritism and under-the-table dealing happening.,Corruption/Bribery,Administration,In Progress,CUST9459,2025-08-25 04:45:00,
1313,"The new online system has made things much easier, well done.",Appreciation,Customer Support,In Progress,CUST8059,2025-06-05 13:21:00,
1314,Why is the late fee applied when I paid on time?,,Billing,Open,CUST9151,2025-04-20 21:38:00,
1315,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Resolved,CUST2428,2025-03-28 11:19:00,2025-03-29 14:13:56
1316,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,Open,CUST6789,2025-05-10 03:10:00,
1317,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Closed,CUST8242,2025-09-15 16:16:00,2025-09-17 09:19:11
1318,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Open,CUST7568,2025-12-19 12:31:00,
1319,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Resolved,CUST6138,2025-11-05 10:28:00,2025-11-10 05:58:54
1320,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Closed,CUST1934,2025-07-09 18:56:00,2025-07-15 05:55:28
1321,No safety measures are in place despite previous warnings.,,Security,In Progress,CUST7157,2025-08-18 14:00:00,
1322,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Closed,CUST6716,2025-10-08 17:24:00,2025-10-10 15:20:23
1323,The staff member was polite and handled my issue very well.,Staff Behavior,Customer Support,Open,CUST7503,2025-11-15 11:06:00,
1324,No safety measures are in place despite previous warnings.,Safety Concern,Security,In Progress,CUST4483,2025-06-03 10:20:00,
1325,Poor maintenance of the facility is causing repeated problems.,Infrastructure,Maintenance,Resolved,CUST3384,2025-02-15 13:02:00,2025-02-25 08:51:02
1326,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Resolved,CUST6922,2025-07-20 08:49:00,2025-08-03 11:25:04
1327,Security personnel are not checking IDs properly at the gate.,Safety Concern,Security,Open,CUST7929,2025-04-07 16:55:00,
1328,No technician has visited despite multiple requests.,,Operations,Resolved,CUST8396,2025-02-03 17:17:00,2025-02-13 04:23:08
1329,There is clear favoritism and under-the-table dealing happening.,,Administration,Closed,CUST8021,2025-04-09 12:11:00,2025-04-13 02:22:45
1330,The response time for service requests is unacceptably slow.,Service Delay,Operations,Resolved,CUST3632,2025-03-12 09:26:00,2025-03-15 15:30:34
1331,"Great job by the support team, issue resolved within a day.",,Customer Support,Resolved,CUST4253,2025-05-23 06:36:00,2025-05-23 18:29:24
1332,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Closed,CUST6185,2025-08-11 21:42:00,2025-08-13 05:05:28
1333,Why is the late fee applied when I paid on time?,Billing Issue,Billing,In Progress,CUST7658,2025-12-16 13:55:00,
1334,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Open,CUST2596,2025-12-27 10:54:00,
1335,My bill amount doubled this month without any explanation.,Billing Issue,Billing,In Progress,CUST6703,2025-06-18 14:49:00,
1336,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Resolved,CUST5947,2025-12-19 08:00:00,2025-12-22 23:49:20
1337,There is clear favoritism and under-the-table dealing happening.,Corruption/Bribery,Administration,Resolved,CUST7783,2025-10-04 12:44:00,2025-10-08 11:34:12
1338,The response time for service requests is unacceptably slow.,,Operations,Closed,CUST3880,2025-10-14 11:33:00,2025-10-21 16:23:45
