complaint_id,stage_order,department,action,routed_correctly,comment,stage_timestamp,resolution_status
1584,3,Billing,Reviewed,True,Waiting on additional information from the customer.,2025-04-16 02:45:18.395338,Unresolved
1585,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-06-21 11:00:02.065448,
1585,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-06-21 16:07:49.487934,
1585,3,Operations,Reviewed,True,Issue verified and resolved after review.,2025-06-24 06:19:06.375154,Resolved
1586,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-04-23 02:20:00.225622,
1586,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-04-23 10:07:05.881695,
1586,3,Billing,Reviewed,True,Escalated to senior staff for further action.,2025-04-24 10:28:40.566678,Unresolved
1587,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-24 17:16:52.754848,
1587,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-07-24 23:51:13.194074,
1587,3,Billing,Reviewed,True,Waiting on additional information from the customer.,2025-07-27 01:39:58.759262,Unresolved
1588,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-04-04 22:58:42.579986,
1588,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-04-05 00:08:18.472884,
1588,3,Operations,Reviewed,True,Resolved following standard procedure.,2025-04-06 20:26:42.741625,Resolved
1589,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-06-13 16:35:58.535662,
1589,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-06-13 22:56:40.716149,
1589,3,Customer Support,Reviewed,True,Resolved following standard procedure.,2025-06-15 05:06:46.385273,Resolved
1590,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-03-16 19:11:50.056596,
1590,2,Maintenance,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Infrastructure.",2025-03-17 01:08:18.101922,
1590,3,Maintenance,Reviewed,True,On hold due to resource availability.,2025-03-20 00:43:59.093325,Unresolved
1591,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-03-18 13:03:32.010296,
1591,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Appreciation.",2025-03-18 17:39:25.466622,
1591,3,Customer Support,Reviewed,True,Completed the requested action successfully.,2025-03-20 20:05:21.872076,Resolved
1592,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-09-16 16:00:23.523267,
1592,2,Operations,Forwarded (Incorrect),False,"Not within our scope, sending to the relevant department.",2025-09-16 17:36:59.275609,
1592,3,Maintenance,Forwarded (Re-routed),True,Re-routed from Operations; now correctly assigned for Infrastructure.,2025-09-17 13:27:25.666871,
1592,4,Maintenance,Reviewed,True,Requires field visit before it can be closed.,2025-09-20 01:08:03.447261,Unresolved
1593,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-05-08 18:19:01.939123,
1593,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-05-08 22:21:20.331364,
1593,3,Customer Support,Reviewed,True,Issue verified and resolved after review.,2025-05-09 16:57:41.523099,Resolved
1594,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-12-13 09:55:36.899938,
1594,2,Security,Forwarded (Incorrect),False,"This complaint does not belong to our department, forwarding to the correct team.",2025-12-13 17:27:31.500287,
1594,3,Customer Support,Forwarded (Re-routed),True,Re-routed from Security; now correctly assigned for Staff Behavior.,2025-12-14 12:13:16.159955,
1594,4,Customer Support,Reviewed,True,Requires field visit before it can be closed.,2025-12-15 05:28:19.514714,Unresolved
1595,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-12-07 12:14:44.198023,
1595,2,Administration,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Corruption/Bribery.",2025-12-07 14:27:58.806197,
1595,3,Administration,Reviewed,True,Corrected the error and notified the customer.,2025-12-08 23:53:04.260151,Resolved
1596,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-12-10 16:06:32.339388,
1596,2,Security,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Safety Concern.",2025-12-10 20:02:09.395205,
1596,3,Security,Reviewed,True,Resolved following standard procedure.,2025-12-14 04:50:32.688709,Resolved
1597,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-01-05 07:24:43.102896,
1597,2,Administration,Forwarded (Incorrect),False,"Incorrectly routed here, reassigning to the appropriate department.",2025-01-05 08:39:11.604424,
1597,3,Operations,Forwarded (Re-routed),True,Re-routed from Administration; now correctly assigned for Service Delay.,2025-01-06 04:24:30.292333,
1597,4,Operations,Reviewed,True,Corrected the error and notified the customer.,2025-01-09 13:30:07.071235,Resolved
1599,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-05-16 17:55:37.247076,
1599,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-05-16 20:32:17.401839,
1599,3,Billing,Reviewed,True,Issue verified and resolved after review.,2025-05-19 07:41:10.019662,Resolved
1600,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-08-25 15:13:52.177736,
1600,2,Maintenance,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Infrastructure.",2025-08-25 19:53:08.448140,
1600,3,Maintenance,Reviewed,True,Requires field visit before it can be closed.,2025-08-27 16:57:06.479625,Unresolved
1601,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-11-27 20:57:35.637327,
1601,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-11-28 03:13:34.963316,
1601,3,Operations,Reviewed,True,Resolved following standard procedure.,2025-12-01 20:22:07.678814,Resolved
1602,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-24 15:57:46.852833,
1602,2,Administration,Forwarded (Incorrect),False,"This complaint does not belong to our department, forwarding to the correct team.",2025-07-24 23:03:30.685797,
1602,3,Customer Support,Forwarded (Re-routed),True,Re-routed from Administration; now correctly assigned for Staff Behavior.,2025-07-25 04:21:22.113912,
1602,4,Customer Support,Reviewed,True,Waiting on additional information from the customer.,2025-07-28 02:46:04.546091,Unresolved
1603,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-06-17 18:33:25.370301,
1603,2,Security,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Safety Concern.",2025-06-17 23:08:24.981019,
1603,3,Security,Reviewed,True,On hold due to resource availability.,2025-06-21 05:43:05.681831,Unresolved
1604,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-03-07 09:54:30.088499,
1604,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Appreciation.",2025-03-07 14:45:43.530225,
1604,3,Customer Support,Reviewed,True,Escalated to senior staff for further action.,2025-03-10 01:47:25.613957,Unresolved
1605,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-06-10 15:10:10.195179,
1605,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-06-10 18:09:04.226627,
1605,3,Operations,Reviewed,True,Corrected the error and notified the customer.,2025-06-13 16:31:09.910731,Resolved
1606,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-03-13 15:10:06.757924,
1606,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-03-13 20:49:36.311867,
1606,3,Operations,Reviewed,True,Issue verified and resolved after review.,2025-03-16 13:49:39.633070,Resolved
1607,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-08-13 18:25:10.471559,
1607,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-08-14 01:41:49.685504,
1607,3,Operations,Reviewed,True,Resolved following standard procedure.,2025-08-16 14:53:56.385920,Resolved
1608,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-08-01 16:14:26.202924,
1608,2,Maintenance,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Infrastructure.",2025-08-01 18:36:10.912563,
1608,3,Maintenance,Reviewed,True,Resolved following standard procedure.,2025-08-04 17:26:15.531899,Resolved
1609,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-06-24 19:48:13.157949,
1609,2,Security,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Safety Concern.",2025-06-25 00:31:09.565668,
1609,3,Security,Reviewed,True,Waiting on additional information from the customer.,2025-06-25 23:24:38.261156,Unresolved
1610,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-09-28 17:24:16.570932,
1610,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-09-28 23:25:20.215192,
1610,3,Customer Support,Reviewed,True,Corrected the error and notified the customer.,2025-09-30 20:31:10.374237,Resolved
1611,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-11-03 16:24:36.105537,
1611,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Appreciation.",2025-11-03 20:47:54.565608,
1611,3,Customer Support,Reviewed,True,On hold due to resource availability.,2025-11-04 07:01:22.855432,Unresolved
1612,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-09-15 18:21:08.437668,
1612,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-09-15 23:40:13.451946,
1612,3,Billing,Reviewed,True,"Still under investigation, pending further review.",2025-09-18 02:16:42.985186,Unresolved
1613,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-06-20 12:36:58.947933,
1613,2,Customer Support,Forwarded (Incorrect),False,"Incorrectly routed here, reassigning to the appropriate department.",2025-06-20 16:12:45.049532,
1613,3,Administration,Forwarded (Re-routed),True,Re-routed from Customer Support; now correctly assigned for Corruption/Bribery.,2025-06-21 06:51:59.094970,
1613,4,Administration,Reviewed,True,Completed the requested action successfully.,2025-06-22 21:21:50.600986,Resolved
1614,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-06 12:04:48.353786,
1614,2,Security,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Safety Concern.",2025-07-06 19:28:50.927806,
1614,3,Security,Reviewed,True,Corrected the error and notified the customer.,2025-07-08 19:03:33.005950,Resolved
1615,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-08-12 11:13:28.649890,
1615,2,Administration,Forwarded (Incorrect),False,"This complaint does not belong to our department, forwarding to the correct team.",2025-08-12 15:19:53.312004,
1615,3,Operations,Forwarded (Re-routed),True,Re-routed from Administration; now correctly assigned for Service Delay.,2025-08-13 11:26:09.317673,
1615,4,Operations,Reviewed,True,Escalated to senior staff for further action.,2025-08-15 01:30:04.258089,Unresolved
1616,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-02-24 23:59:16.075713,
1616,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-02-25 06:36:52.491994,
1616,3,Billing,Reviewed,True,Confirmed with the customer that the issue is fixed.,2025-02-25 22:47:08.422053,Resolved
1617,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-08-08 17:04:47.219857,
1617,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-08-09 00:10:26.041943,
1617,3,Operations,Reviewed,True,Completed the requested action successfully.,2025-08-12 18:09:17.936090,Resolved
1618,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-02-12 13:20:57.097921,
1618,2,Security,Forwarded (Incorrect),False,"This complaint does not belong to our department, forwarding to the correct team.",2025-02-12 15:03:56.141676,
1618,3,Customer Support,Forwarded (Re-routed),True,Re-routed from Security; now correctly assigned for Staff Behavior.,2025-02-13 04:54:01.584982,
1618,4,Customer Support,Reviewed,True,"Still under investigation, pending further review.",2025-02-15 08:35:28.122956,Unresolved
1619,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-05-21 21:22:07.375904,
1619,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-05-22 04:40:36.276764,
1619,3,Operations,Reviewed,True,Waiting on additional information from the customer.,2025-05-23 05:15:21.172222,Unresolved
1620,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-09-24 14:21:53.002865,
1620,2,Security,Forwarded (Incorrect),False,"Not within our scope, sending to the relevant department.",2025-09-24 20:38:50.801748,
1620,3,Customer Support,Forwarded (Re-routed),True,Re-routed from Security; now correctly assigned for Appreciation.,2025-09-25 01:14:56.348784,
1620,4,Customer Support,Reviewed,True,"Still under investigation, pending further review.",2025-09-25 09:48:08.128371,Unresolved
1621,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-04-10 12:54:43.303555,
1621,2,Security,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Safety Concern.",2025-04-10 14:40:55.146390,
1621,3,Security,Reviewed,True,Issue verified and resolved after review.,2025-04-11 10:47:15.783949,Resolved
1622,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-06-16 16:56:44.841110,
1622,2,Maintenance,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Infrastructure.",2025-06-16 21:09:47.556931,
1622,3,Maintenance,Reviewed,True,Issue verified and resolved after review.,2025-06-18 12:47:41.715624,Resolved
1623,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-08-06 13:35:01.193583,
1623,2,Security,Forwarded (Incorrect),False,"Not within our scope, sending to the relevant department.",2025-08-06 17:40:25.388621,
1623,3,Operations,Forwarded (Re-routed),True,Re-routed from Security; now correctly assigned for Service Delay.,2025-08-07 01:51:43.909051,
1623,4,Operations,Reviewed,True,Waiting on additional information from the customer.,2025-08-08 21:44:32.374789,Unresolved
1624,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-08-09 05:18:39.558609,
1624,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-08-09 12:01:51.019110,
1624,3,Billing,Reviewed,True,Resolved following standard procedure.,2025-08-12 20:10:18.321255,Resolved
1625,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-01-11 15:43:03.382663,
1625,2,Maintenance,Forwarded (Incorrect),False,"Not within our scope, sending to the relevant department.",2025-01-11 19:46:50.951052,
1625,3,Billing,Forwarded (Re-routed),True,Re-routed from Maintenance; now correctly assigned for Billing Issue.,2025-01-12 18:35:46.701701,
1625,4,Billing,Reviewed,True,Waiting on additional information from the customer.,2025-01-13 17:39:42.264587,Unresolved
1626,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-05-13 16:58:46.782621,
1626,2,Billing,Forwarded (Incorrect),False,"Incorrectly routed here, reassigning to the appropriate department.",2025-05-13 20:52:52.852355,
1626,3,Maintenance,Forwarded (Re-routed),True,Re-routed from Billing; now correctly assigned for Infrastructure.,2025-05-14 19:15:40.899691,
1626,4,Maintenance,Reviewed,True,Issue verified and resolved after review.,2025-05-16 04:35:40.565419,Resolved
1627,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-03-28 14:55:05.764541,
1627,2,Administration,Forwarded (Incorrect),False,"This complaint does not belong to our department, forwarding to the correct team.",2025-03-28 17:28:38.663181,
1627,3,Operations,Forwarded (Re-routed),True,Re-routed from Administration; now correctly assigned for Service Delay.,2025-03-29 00:24:38.816376,
1627,4,Operations,Reviewed,True,Completed the requested action successfully.,2025-03-30 10:28:25.993570,Resolved
1628,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-06-22 18:52:02.184551,
1628,2,Maintenance,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Infrastructure.",2025-06-23 01:06:46.809580,
1628,3,Maintenance,Reviewed,True,Corrected the error and notified the customer.,2025-06-24 20:06:27.683171,Resolved
1629,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-02-24 11:09:12.876136,
1629,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-02-24 18:35:54.333144,
1629,3,Customer Support,Reviewed,True,Corrected the error and notified the customer.,2025-02-25 07:13:03.926737,Resolved
1630,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-01-20 13:03:11.367870,
1630,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-01-20 15:53:26.651650,
1630,3,Customer Support,Reviewed,True,Waiting on additional information from the customer.,2025-01-22 06:05:59.209050,Unresolved
1631,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-09-10 08:51:29.871382,
1631,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-09-10 14:03:16.301204,
1631,3,Operations,Reviewed,True,Issue verified and resolved after review.,2025-09-14 00:47:18.571407,Resolved
1632,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-06-28 17:49:49.564614,
1632,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Appreciation.",2025-06-28 23:44:37.446805,
1632,3,Customer Support,Reviewed,True,Requires field visit before it can be closed.,2025-07-02 06:36:34.230352,Unresolved
1633,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-11-25 09:43:28.225682,
1633,2,Security,Forwarded (Incorrect),False,"Incorrectly routed here, reassigning to the appropriate department.",2025-11-25 12:44:44.000541,
1633,3,Maintenance,Forwarded (Re-routed),True,Re-routed from Security; now correctly assigned for Infrastructure.,2025-11-25 19:22:45.758279,
1633,4,Maintenance,Reviewed,True,Issue verified and resolved after review.,2025-11-29 12:38:45.046091,Resolved
1634,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-06-20 17:59:18.016724,
1634,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-06-20 23:40:51.057795,
1634,3,Operations,Reviewed,True,"Still under investigation, pending further review.",2025-06-23 00:03:09.450599,Unresolved
1635,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-18 17:07:14.848613,
1635,2,Customer Support,Forwarded (Incorrect),False,"Incorrectly routed here, reassigning to the appropriate department.",2025-07-18 20:25:02.486095,
1635,3,Maintenance,Forwarded (Re-routed),True,Re-routed from Customer Support; now correctly assigned for Infrastructure.,2025-07-19 17:19:58.025052,
1635,4,Maintenance,Reviewed,True,Requires field visit before it can be closed.,2025-07-23 09:13:09.332205,Unresolved
1636,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-03-28 17:52:56.950879,
1636,2,Billing,Forwarded (Incorrect),False,"Not within our scope, sending to the relevant department.",2025-03-28 21:09:55.867386,
1636,3,Operations,Forwarded (Re-routed),True,Re-routed from Billing; now correctly assigned for Service Delay.,2025-03-29 07:11:24.518270,
1636,4,Operations,Reviewed,True,Corrected the error and notified the customer.,2025-03-31 02:31:21.288211,Resolved
1637,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-08-04 10:59:21.710608,
1637,2,Security,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Safety Concern.",2025-08-04 16:32:51.681407,
1637,3,Security,Reviewed,True,Confirmed with the customer that the issue is fixed.,2025-08-05 19:55:03.778848,Resolved
1638,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-08-05 18:38:10.152508,
1638,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-08-05 21:18:00.610096,
1638,3,Operations,Reviewed,True,Confirmed with the customer that the issue is fixed.,2025-08-09 03:54:11.973281,Resolved
1639,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-08-06 20:20:52.909248,
1639,2,Billing,Forwarded (Incorrect),False,"This complaint does not belong to our department, forwarding to the correct team.",2025-08-06 23:45:23.933825,
1639,3,Customer Support,Forwarded (Re-routed),True,Re-routed from Billing; now correctly assigned for Appreciation.,2025-08-07 22:50:15.952985,
1639,4,Customer Support,Reviewed,True,Confirmed with the customer that the issue is fixed.,2025-08-10 01:36:26.621024,Resolved
1640,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-11-21 11:15:14.069886,
1640,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-11-21 12:30:52.135813,
1640,3,Billing,Reviewed,True,Completed the requested action successfully.,2025-11-22 23:11:36.361513,Resolved
1641,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-03-23 12:41:28.865257,
1641,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-03-23 18:43:28.843958,
1641,3,Customer Support,Reviewed,True,Requires field visit before it can be closed.,2025-03-27 12:10:03.501881,Unresolved
1642,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-15 11:24:30.148839,
1642,2,Administration,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Corruption/Bribery.",2025-07-15 17:56:22.302107,
1642,3,Administration,Reviewed,True,Completed the requested action successfully.,2025-07-17 23:03:14.885288,Resolved
1643,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-04 17:44:33.954899,
1643,2,Security,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Safety Concern.",2025-07-05 00:01:45.706455,
1643,3,Security,Reviewed,True,Completed the requested action successfully.,2025-07-07 03:37:40.715764,Resolved
1644,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-01-02 13:03:33.818277,
1644,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-01-02 20:47:49.225067,
1644,3,Operations,Reviewed,True,Issue verified and resolved after review.,2025-01-03 08:45:55.906256,Resolved
1645,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-09-09 16:25:22.232449,
1645,2,Billing,Forwarded (Incorrect),False,"This complaint does not belong to our department, forwarding to the correct team.",2025-09-09 20:19:06.211385,
1645,3,Administration,Forwarded (Re-routed),True,Re-routed from Billing; now correctly assigned for Corruption/Bribery.,2025-09-10 06:25:04.407208,
1645,4,Administration,Reviewed,True,Corrected the error and notified the customer.,2025-09-12 13:40:02.666962,Resolved
1646,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-24 11:17:33.285481,
1646,2,Billing,Forwarded (Incorrect),False,"Not within our scope, sending to the relevant department.",2025-07-24 17:02:23.490119,
1646,3,Maintenance,Forwarded (Re-routed),True,Re-routed from Billing; now correctly assigned for Infrastructure.,2025-07-24 21:14:06.914521,
1646,4,Maintenance,Reviewed,True,Waiting on additional information from the customer.,2025-07-28 08:58:46.071318,Unresolved
1647,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-08-15 06:54:48.166135,
1647,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-08-15 08:31:41.273170,
1647,3,Operations,Reviewed,True,Completed the requested action successfully.,2025-08-18 15:04:55.294426,Resolved
1648,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-09-04 15:17:19.775446,
1648,2,Security,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Safety Concern.",2025-09-04 18:11:32.132209,
1648,3,Security,Reviewed,True,"Still under investigation, pending further review.",2025-09-06 03:26:35.874226,Unresolved
1649,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-10-07 15:47:43.191333,
1649,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-10-07 21:35:44.207948,
1649,3,Billing,Reviewed,True,Requires field visit before it can be closed.,2025-10-08 18:03:54.586779,Unresolved
1650,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-09-25 16:01:23.749655,
1650,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-09-25 20:51:35.594980,
1650,3,Customer Support,Reviewed,True,Escalated to senior staff for further action.,2025-09-28 23:51:18.283069,Unresolved
1651,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-20 10:51:46.822646,
1651,2,Security,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Safety Concern.",2025-07-20 18:14:43.437829,
1651,3,Security,Reviewed,True,Confirmed with the customer that the issue is fixed.,2025-07-23 06:25:07.773647,Resolved
1652,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-23 12:44:34.142691,
1652,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-07-23 15:32:18.829532,
1652,3,Billing,Reviewed,True,Waiting on additional information from the customer.,2025-07-25 02:30:14.956909,Unresolved
1653,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-08-05 17:49:53.430139,
1653,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-08-05 21:14:17.852657,
1653,3,Customer Support,Reviewed,True,Resolved following standard procedure.,2025-08-07 21:43:36.008625,Resolved
1654,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-08-01 11:50:54.281060,
1654,2,Administration,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Corruption/Bribery.",2025-08-01 16:10:01.370926,
1654,3,Administration,Reviewed,True,Requires field visit before it can be closed.,2025-08-03 09:26:18.658526,Unresolved
1655,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-09-17 11:54:18.027052,
1655,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-09-17 17:52:05.065141,
1655,3,Operations,Reviewed,True,Issue verified and resolved after review.,2025-09-18 18:31:14.370696,Resolved
1656,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-10-11 22:58:43.061678,
1656,2,Maintenance,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Infrastructure.",2025-10-12 01:34:35.040380,
1656,3,Maintenance,Reviewed,True,Completed the requested action successfully.,2025-10-14 07:06:05.921351,Resolved
1657,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-16 10:06:24.860356,
1657,2,Customer Support,Forwarded (Incorrect),False,"Incorrectly routed here, reassigning to the appropriate department.",2025-07-16 15:43:35.684209,
1657,3,Maintenance,Forwarded (Re-routed),True,Re-routed from Customer Support; now correctly assigned for Infrastructure.,2025-07-17 01:48:42.565042,
1657,4,Maintenance,Reviewed,True,Confirmed with the customer that the issue is fixed.,2025-07-18 08:56:01.634574,Resolved
1658,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-04-05 22:38:18.475021,
1658,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-04-06 05:05:02.569930,
1658,3,Operations,Reviewed,True,Resolved following standard procedure.,2025-04-06 21:26:48.079724,Resolved
1659,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-19 17:18:13.880303,
1659,2,Maintenance,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Infrastructure.",2025-07-19 18:24:12.330290,
1659,3,Maintenance,Reviewed,True,Resolved following standard procedure.,2025-07-23 17:44:09.603065,Resolved
1660,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-04-22 15:32:01.813032,
1660,2,Administration,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Corruption/Bribery.",2025-04-22 19:25:54.582887,
1660,3,Administration,Reviewed,True,Issue verified and resolved after review.,2025-04-24 16:11:38.338086,Resolved
1661,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-18 12:34:49.579316,
1661,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-07-18 19:30:27.966524,
1661,3,Customer Support,Reviewed,True,Confirmed with the customer that the issue is fixed.,2025-07-22 18:56:21.519644,Resolved
1662,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-04-09 11:16:25.790894,
1662,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-04-09 13:05:32.272469,
1662,3,Customer Support,Reviewed,True,Resolved following standard procedure.,2025-04-10 15:11:05.901248,Resolved
1663,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-03-20 11:05:01.762738,
