complaint_id,original_id,complaint_text,category,department,status,customer_id,date_received,date_resolved,created_at,complaint_text_clean,resolution_time_hours,vader_label,vader_score,transformer_label,transformer_score,sentiment_label,sentiment_score,sentiment_model_used,predicted_category,category_confidence,final_category,complaint_hour,complaint_day_of_week,complaint_month,complaint_year
1222,1222,Staff keep telling me to wait but nothing happens.,,Operations,Resolved,CUST1155,2025-07-28 13:25:00,2025-07-31 16:54:13,2026-07-23 20:15:32,staff keep telling wait nothing happens,75.48694444444445,Neutral,0.0,Negative,-0.9984003901481628,Negative,-0.9984003901481628,transformer,Service Delay,0.9313366245653248,Service Delay,13,Monday,July,2025
1223,1223,There is a major leakage that has not been fixed for weeks.,,Maintenance,Resolved,UNKNOWN,2025-08-05 07:24:00,2025-08-14 10:28:10,2026-07-23 20:15:32,major leakage fixed weeks,219.06944444444449,Neutral,0.0,Negative,-0.9974085688591005,Negative,-0.9974085688591005,transformer,Infrastructure,0.9079183993886076,Infrastructure,7,Tuesday,August,2025
1224,1224,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Resolved,CUST6799,2025-08-14 18:45:00,2025-08-26 08:45:56,2026-07-23 20:15:32,major leakage fixed weeks,278.0155555555556,Neutral,0.0,Negative,-0.9974085688591005,Negative,-0.9974085688591005,transformer,Infrastructure,1.0,Infrastructure,18,Thursday,August,2025
1225,1225,Thank you for quickly fixing the safety issue I reported earlier.,Safety Concern,Security,Closed,CUST4748,2025-05-14 18:33:00,2025-05-19 06:35:21,2026-07-23 20:15:32,thank quickly fixing safety issue reported earlier,108.03916666666667,Positive,0.6486,Positive,0.9871915578842164,Positive,0.9871915578842164,transformer,Safety Concern,1.0,Safety Concern,18,Wednesday,May,2025
1226,1226,It has been three weeks and my complaint is still not resolved.,,Operations,In Progress,CUST2302,2025-12-14 13:49:00,,2026-07-23 20:15:32,three weeks complaint still resolved,,Negative,-0.4055,Negative,-0.9996131062507628,Negative,-0.9996131062507628,transformer,Service Delay,0.9265471594360284,Service Delay,13,Sunday,December,2025
1227,1227,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Open,CUST9074,2025-12-06 13:36:00,,2026-07-23 20:15:32,bill amount doubled month without explanation,,Neutral,0.0,Negative,-0.9965940117836,Negative,-0.9965940117836,transformer,Billing Issue,1.0,Billing Issue,13,Saturday,December,2025
1228,1228,There are serious safety hazards at the site that need urgent attention.,Safety Concern,Security,Resolved,CUST8858,2025-12-14 11:43:00,2025-12-17 06:10:11,2026-07-23 20:15:32,serious safety hazards site need urgent attention,66.45305555555555,Positive,0.5106,Negative,-0.9872455596923828,Negative,-0.9872455596923828,transformer,Safety Concern,1.0,Safety Concern,11,Sunday,December,2025
1229,1229,The staff member was polite and handled my issue very well.,Staff Behavior,Customer Support,Resolved,CUST1119,2025-08-13 16:00:00,2025-08-14 11:16:39,2026-07-23 20:15:32,staff member polite handled issue well,19.2775,Positive,0.3384,Positive,0.9998146891593932,Positive,0.9998146891593932,transformer,Staff Behavior,1.0,Staff Behavior,16,Wednesday,August,2025
1230,1230,The new infrastructure upgrade has improved things significantly.,Infrastructure,Maintenance,Closed,CUST9652,2025-09-08 14:47:00,2025-09-16 11:47:14,2026-07-23 20:15:32,new infrastructure upgrade improved things significantly,189.0038888888889,Positive,0.4767,Positive,0.9997418522834778,Positive,0.9997418522834778,transformer,Infrastructure,1.0,Infrastructure,14,Monday,September,2025
1231,1231,The road near the facility is damaged and causing accidents.,Infrastructure,Maintenance,Closed,CUST4687,2025-08-06 14:43:00,2025-08-18 02:56:47,2026-07-23 20:15:32,road near facility damaged causing accidents,276.2297222222222,Negative,-0.6369,Negative,-0.9993550181388856,Negative,-0.9993550181388856,transformer,Infrastructure,1.0,Infrastructure,14,Wednesday,August,2025
1232,1232,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,Closed,CUST7211,2025-10-17 14:22:00,2025-10-20 21:51:14,2026-07-23 20:15:32,billing error already paid still shows unpaid,79.48722222222223,Negative,-0.2144,Negative,-0.9994487166404724,Negative,-0.9994487166404724,transformer,Billing Issue,1.0,Billing Issue,14,Friday,October,2025
1233,1233,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Closed,CUST2931,2025-05-22 09:15:00,2025-05-24 23:29:55,2026-07-23 20:15:32,overcharged last bill one responding,62.24861111111111,Negative,-0.296,Negative,-0.99962055683136,Negative,-0.99962055683136,transformer,Billing Issue,1.0,Billing Issue,9,Thursday,May,2025
1234,1234,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Closed,CUST4562,2025-05-07 13:00:00,2025-05-12 01:11:20,2026-07-23 20:15:32,waiting since last month issue fixed,108.18888888888888,Neutral,0.0,Negative,-0.9983676075935364,Negative,-0.9983676075935364,transformer,Service Delay,1.0,Service Delay,13,Wednesday,May,2025
1235,1235,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,Resolved,CUST8542,2025-12-20 12:54:00,2025-12-21 04:48:17,2026-07-23 20:15:32,want thank team resolving issue quickly,15.904722222222222,Positive,0.6597,Positive,0.9981899857521056,Positive,0.9981899857521056,transformer,Appreciation,1.0,Appreciation,12,Saturday,December,2025
1236,1236,The response time for service requests is unacceptably slow.,Service Delay,Operations,Closed,CUST1145,2025-02-12 14:56:00,2025-02-17 20:50:49,2026-07-23 20:15:32,response time service requests unacceptably slow,125.91361111111112,Neutral,0.0,Negative,-0.9997486472129822,Negative,-0.9997486472129822,transformer,Service Delay,1.0,Service Delay,14,Wednesday,February,2025
1237,1237,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Closed,CUST8985,2025-04-17 15:32:00,2025-04-20 02:07:18,2026-07-23 20:15:32,late fee applied paid time,58.58833333333333,Neutral,0.0,Negative,-0.9993433356285096,Negative,-0.9993433356285096,transformer,Billing Issue,1.0,Billing Issue,15,Thursday,April,2025
1238,1238,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,In Progress,CUST3984,2025-04-13 13:23:00,,2026-07-23 20:15:32,billing error already paid still shows unpaid,,Negative,-0.2144,Negative,-0.9994487166404724,Negative,-0.9994487166404724,transformer,Billing Issue,1.0,Billing Issue,13,Sunday,April,2025
1239,1239,The employee refused to help and was arguing instead of assisting.,,Customer Support,Closed,CUST6795,2025-02-15 14:42:00,2025-02-18 11:39:38,2026-07-23 20:15:32,employee refused help arguing instead assisting,68.96055555555556,Negative,-0.3612,Negative,-0.9993220567703248,Negative,-0.9993220567703248,transformer,Staff Behavior,0.9188669008707594,Staff Behavior,14,Saturday,February,2025
1240,1240,There are serious safety hazards at the site that need urgent attention.,,Security,In Progress,CUST1659,2025-05-28 11:45:00,,2026-07-23 20:15:32,serious safety hazards site need urgent attention,,Positive,0.5106,Negative,-0.9872455596923828,Negative,-0.9872455596923828,transformer,Safety Concern,0.8773600108160385,Safety Concern,11,Wednesday,May,2025
1241,1241,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Closed,CUST5354,2025-09-02 12:10:00,2025-09-04 08:37:37,2026-07-23 20:15:32,late fee applied paid time,44.460277777777776,Neutral,0.0,Negative,-0.9993433356285096,Negative,-0.9993433356285096,transformer,Billing Issue,1.0,Billing Issue,12,Tuesday,September,2025
1242,1242,Why is the late fee applied when I paid on time?,,Billing,Closed,CUST7551,2025-07-26 06:43:00,2025-07-27 22:28:26,2026-07-23 20:15:32,late fee applied paid time,39.75722222222223,Neutral,0.0,Negative,-0.9993433356285096,Negative,-0.9993433356285096,transformer,Billing Issue,0.9481595449263228,Billing Issue,6,Saturday,July,2025
1243,1243,Very unprofessional behavior from the officer on duty.,,Customer Support,Open,CUST9192,2025-03-04 21:50:00,,2026-07-23 20:15:32,unprofessional behavior officer duty,,Negative,-0.5563,Negative,-0.9969633221626282,Negative,-0.9969633221626282,transformer,Staff Behavior,0.9123531566446584,Staff Behavior,21,Tuesday,March,2025
1244,1244,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Resolved,CUST1131,2025-01-27 10:21:00,2025-01-28 21:03:19,2026-07-23 20:15:32,bill amount doubled month without explanation,34.70527777777778,Neutral,0.0,Negative,-0.9965940117836,Negative,-0.9965940117836,transformer,Billing Issue,1.0,Billing Issue,10,Monday,January,2025
1245,1245,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,Resolved,CUST9376,2025-05-03 12:48:00,2025-05-07 01:49:06,2026-07-23 20:15:32,employee refused help arguing instead assisting,85.01833333333333,Negative,-0.3612,Negative,-0.9993220567703248,Negative,-0.9993220567703248,transformer,Staff Behavior,1.0,Staff Behavior,12,Saturday,May,2025
1246,1246,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Closed,CUST8031,2025-09-28 10:16:00,2025-09-29 10:27:27,2026-07-23 20:15:32,billing error already paid still shows unpaid,24.19083333333333,Negative,-0.2144,Negative,-0.9994487166404724,Negative,-0.9994487166404724,transformer,Billing Issue,0.9345149684603592,Billing Issue,10,Sunday,September,2025
1247,1247,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,In Progress,CUST3436,2025-08-17 09:39:00,,2026-07-23 20:15:32,overcharged last bill one responding,,Negative,-0.296,Negative,-0.99962055683136,Negative,-0.99962055683136,transformer,Billing Issue,1.0,Billing Issue,9,Sunday,August,2025
1248,1248,No technician has visited despite multiple requests.,Service Delay,Operations,Closed,CUST4270,2025-06-09 13:12:00,2025-06-13 22:21:28,2026-07-23 20:15:32,technician visited despite multiple requests,105.15777777777778,Negative,-0.296,Negative,-0.982450783252716,Negative,-0.982450783252716,transformer,Service Delay,1.0,Service Delay,13,Monday,June,2025
1249,1249,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Closed,CUST4633,2025-06-17 16:19:00,2025-06-19 01:52:30,2026-07-23 20:15:32,overcharged last bill one responding,33.55833333333333,Negative,-0.296,Negative,-0.99962055683136,Negative,-0.99962055683136,transformer,Billing Issue,1.0,Billing Issue,16,Tuesday,June,2025
1250,1250,I have been waiting since last month for this issue to be fixed.,,Operations,Open,CUST6956,2025-01-14 13:41:00,,2026-07-23 20:15:32,waiting since last month issue fixed,,Neutral,0.0,Negative,-0.9983676075935364,Negative,-0.9983676075935364,transformer,Service Delay,0.9151028386070666,Service Delay,13,Tuesday,January,2025
1251,1251,The response time for service requests is unacceptably slow.,,Operations,Closed,CUST1008,2025-09-08 13:20:00,2025-09-14 07:26:46,2026-07-23 20:15:32,response time service requests unacceptably slow,138.11277777777778,Neutral,0.0,Negative,-0.9997486472129822,Negative,-0.9997486472129822,transformer,Service Delay,0.9165667394063344,Service Delay,13,Monday,September,2025
1252,1252,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Closed,CUST4028,2025-04-16 11:17:00,2025-04-18 07:49:04,2026-07-23 20:15:32,billing error already paid still shows unpaid,44.534444444444446,Negative,-0.2144,Negative,-0.9994487166404724,Negative,-0.9994487166404724,transformer,Billing Issue,0.9345149684603592,Billing Issue,11,Wednesday,April,2025
1253,1253,I have been waiting since last month for this issue to be fixed.,,Operations,Open,CUST3134,2025-06-10 07:07:00,,2026-07-23 20:15:32,waiting since last month issue fixed,,Neutral,0.0,Negative,-0.9983676075935364,Negative,-0.9983676075935364,transformer,Service Delay,0.9151028386070666,Service Delay,7,Tuesday,June,2025
1254,1254,The response time for service requests is unacceptably slow.,,Operations,Resolved,CUST5521,2025-09-19 14:33:00,2025-09-23 23:14:07,2026-07-23 20:15:32,response time service requests unacceptably slow,104.68527777777778,Neutral,0.0,Negative,-0.9997486472129822,Negative,-0.9997486472129822,transformer,Service Delay,0.9165667394063344,Service Delay,14,Friday,September,2025
1255,1255,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Resolved,CUST1672,2025-02-04 13:08:00,2025-02-05 21:50:58,2026-07-23 20:15:32,late fee applied paid time,32.71611111111111,Neutral,0.0,Negative,-0.9993433356285096,Negative,-0.9993433356285096,transformer,Billing Issue,1.0,Billing Issue,13,Tuesday,February,2025
1256,1256,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Open,CUST6618,2025-04-15 17:59:00,,2026-07-23 20:15:32,major leakage fixed weeks,,Neutral,0.0,Negative,-0.9974085688591005,Negative,-0.9974085688591005,transformer,Infrastructure,1.0,Infrastructure,17,Tuesday,April,2025
1257,1257,I have been waiting since last month for this issue to be fixed.,,Operations,Closed,CUST4140,2025-12-07 12:34:00,2025-12-11 17:24:33,2026-07-23 20:15:32,waiting since last month issue fixed,100.8425,Neutral,0.0,Negative,-0.9983676075935364,Negative,-0.9983676075935364,transformer,Service Delay,0.9151028386070666,Service Delay,12,Sunday,December,2025
1258,1258,The response time for service requests is unacceptably slow.,Service Delay,Operations,Closed,CUST6690,2025-11-25 11:54:00,2025-11-29 04:33:39,2026-07-23 20:15:32,response time service requests unacceptably slow,88.66083333333333,Neutral,0.0,Negative,-0.9997486472129822,Negative,-0.9997486472129822,transformer,Service Delay,1.0,Service Delay,11,Tuesday,November,2025
1259,1259,An official demanded a bribe before processing my documents.,Corruption/Bribery,Administration,Resolved,CUST9581,2025-08-04 11:58:00,2025-08-12 19:50:51,2026-07-23 20:15:32,official demanded bribe processing documents,199.88083333333333,Negative,-0.4019,Negative,-0.999240517616272,Negative,-0.999240517616272,transformer,Corruption/Bribery,1.0,Corruption/Bribery,11,Monday,August,2025
1260,1260,I want to thank the team for resolving my issue so quickly.,,Customer Support,Closed,CUST1996,2025-03-09 15:44:00,2025-03-10 13:59:28,2026-07-23 20:15:32,want thank team resolving issue quickly,22.25777777777778,Positive,0.6597,Positive,0.9981899857521056,Positive,0.9981899857521056,transformer,Appreciation,0.8944524369271923,Appreciation,15,Sunday,March,2025
1261,1261,No safety measures are in place despite previous warnings.,Safety Concern,Security,Closed,CUST2228,2025-09-13 14:31:00,2025-09-18 17:40:53,2026-07-23 20:15:32,safety measures place despite previous warnings,123.16472222222222,Negative,-0.1139,Negative,-0.998145341873169,Negative,-0.998145341873169,transformer,Safety Concern,1.0,Safety Concern,14,Saturday,September,2025
1262,1262,The online payment portal charged me twice for the same bill.,,Billing,Resolved,CUST4015,2025-06-25 20:24:00,2025-06-27 09:59:11,2026-07-23 20:15:32,online payment portal charged twice bill,37.58638888888889,Negative,-0.2023,Negative,-0.9943894743919371,Negative,-0.9943894743919371,transformer,Billing Issue,0.93891422374877,Billing Issue,20,Wednesday,June,2025
1263,1263,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Closed,CUST8461,2025-04-23 17:00:00,2025-04-25 19:46:53,2026-07-23 20:15:32,online payment portal charged twice bill,50.78138888888889,Negative,-0.2023,Negative,-0.9943894743919371,Negative,-0.9943894743919371,transformer,Billing Issue,1.0,Billing Issue,17,Wednesday,April,2025
1264,1264,The staff member was polite and handled my issue very well.,,Customer Support,In Progress,CUST2951,2025-04-28 15:14:00,,2026-07-23 20:15:32,staff member polite handled issue well,,Positive,0.3384,Positive,0.9998146891593932,Positive,0.9998146891593932,transformer,Staff Behavior,0.9081754283449764,Staff Behavior,15,Monday,April,2025
1265,1265,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Resolved,CUST5550,2025-07-10 08:02:00,2025-07-11 20:13:46,2026-07-23 20:15:32,overcharged last bill one responding,36.19611111111111,Negative,-0.296,Negative,-0.99962055683136,Negative,-0.99962055683136,transformer,Billing Issue,1.0,Billing Issue,8,Thursday,July,2025
1266,1266,"The new online system has made things much easier, well done.",Appreciation,Customer Support,Closed,CUST4440,2025-11-02 11:41:00,2025-11-02 15:01:33,2026-07-23 20:15:32,new online system made things much easier well done,3.3425,Positive,0.5994,Positive,0.9995688796043396,Positive,0.9995688796043396,transformer,Appreciation,1.0,Appreciation,11,Sunday,November,2025
1267,1267,The staff at the counter was extremely rude to me today.,,Customer Support,Closed,CUST9999,2025-08-21 08:38:00,2025-08-23 11:55:18,2026-07-23 20:15:32,staff counter extremely rude today,51.28833333333333,Negative,-0.5095,Negative,-0.9993046522140504,Negative,-0.9993046522140504,transformer,Staff Behavior,0.8855267427573018,Staff Behavior,8,Thursday,August,2025
1268,1268,No technician has visited despite multiple requests.,,Operations,In Progress,CUST1170,2025-06-20 11:18:00,,2026-07-23 20:15:32,technician visited despite multiple requests,,Negative,-0.296,Negative,-0.982450783252716,Negative,-0.982450783252716,transformer,Service Delay,0.9333926417018912,Service Delay,11,Friday,June,2025
1269,1269,I was asked to pay extra money to get my work done faster.,,Administration,In Progress,CUST2743,2025-09-09 16:11:00,,2026-07-23 20:15:32,asked pay extra money get work done faster,,Negative,-0.1027,Negative,-0.9994475245475768,Negative,-0.9994475245475768,transformer,Corruption/Bribery,0.8813187258092929,Corruption/Bribery,16,Tuesday,September,2025
1270,1270,Security personnel are not checking IDs properly at the gate.,Safety Concern,Security,Resolved,CUST4377,2025-12-09 07:55:00,2025-12-12 17:49:18,2026-07-23 20:15:32,security personnel checking ids properly gate,81.905,Positive,0.34,Negative,-0.9997747540473938,Negative,-0.9997747540473938,transformer,Safety Concern,1.0,Safety Concern,7,Tuesday,December,2025
1271,1271,No safety measures are in place despite previous warnings.,Safety Concern,Security,Resolved,CUST7479,2025-05-07 20:37:00,2025-05-10 15:12:59,2026-07-23 20:15:32,safety measures place despite previous warnings,66.59972222222223,Negative,-0.1139,Negative,-0.998145341873169,Negative,-0.998145341873169,transformer,Safety Concern,1.0,Safety Concern,20,Wednesday,May,2025
1272,1272,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Open,CUST9125,2025-09-14 15:23:00,,2026-07-23 20:15:32,bill amount doubled month without explanation,,Neutral,0.0,Negative,-0.9965940117836,Negative,-0.9965940117836,transformer,Billing Issue,1.0,Billing Issue,15,Sunday,September,2025
1273,1273,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Resolved,CUST3955,2025-10-06 15:12:00,2025-10-09 13:46:57,2026-07-23 20:15:32,bill amount doubled month without explanation,70.5825,Neutral,0.0,Negative,-0.9965940117836,Negative,-0.9965940117836,transformer,Billing Issue,1.0,Billing Issue,15,Monday,October,2025
1274,1274,The road near the facility is damaged and causing accidents.,Infrastructure,Maintenance,Resolved,CUST2137,2025-05-06 01:52:00,2025-05-08 15:08:52,2026-07-23 20:15:32,road near facility damaged causing accidents,61.28111111111111,Negative,-0.6369,Negative,-0.9993550181388856,Negative,-0.9993550181388856,transformer,Infrastructure,1.0,Infrastructure,1,Tuesday,May,2025
1275,1275,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Open,CUST1193,2025-04-21 14:25:00,,2026-07-23 20:15:32,late fee applied paid time,,Neutral,0.0,Negative,-0.9993433356285096,Negative,-0.9993433356285096,transformer,Billing Issue,1.0,Billing Issue,14,Monday,April,2025
1276,1276,Poor maintenance of the facility is causing repeated problems.,Infrastructure,Maintenance,Open,CUST1716,2025-06-04 18:52:00,,2026-07-23 20:15:32,poor maintenance facility causing repeated problems,,Negative,-0.7003,Negative,-0.9997307658195496,Negative,-0.9997307658195496,transformer,Infrastructure,1.0,Infrastructure,18,Wednesday,June,2025
1277,1277,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Open,CUST2742,2025-04-21 14:38:00,,2026-07-23 20:15:32,overcharged last bill one responding,,Negative,-0.296,Negative,-0.99962055683136,Negative,-0.99962055683136,transformer,Billing Issue,1.0,Billing Issue,14,Monday,April,2025
1278,1278,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,Open,CUST8279,2025-10-03 17:12:00,,2026-07-23 20:15:32,employee refused help arguing instead assisting,,Negative,-0.3612,Negative,-0.9993220567703248,Negative,-0.9993220567703248,transformer,Staff Behavior,1.0,Staff Behavior,17,Friday,October,2025
1279,1279,I witnessed a near-accident due to lack of proper signage.,Safety Concern,Security,Open,CUST9906,2025-05-05 15:15:00,,2026-07-23 20:15:32,witnessed near accident due lack proper signage,,Negative,-0.3182,Negative,-0.9997788071632384,Negative,-0.9997788071632384,transformer,Safety Concern,1.0,Safety Concern,15,Monday,May,2025
1280,1280,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Resolved,CUST3323,2025-02-10 08:06:00,2025-02-11 10:08:25,2026-07-23 20:15:32,overcharged last bill one responding,26.04027777777777,Negative,-0.296,Negative,-0.99962055683136,Negative,-0.99962055683136,transformer,Billing Issue,1.0,Billing Issue,8,Monday,February,2025
1281,1281,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Open,CUST4700,2025-01-14 01:24:00,,2026-07-23 20:15:32,bill amount doubled month without explanation,,Neutral,0.0,Negative,-0.9965940117836,Negative,-0.9965940117836,transformer,Billing Issue,1.0,Billing Issue,1,Tuesday,January,2025
1282,1282,"Great job by the support team, issue resolved within a day.",Appreciation,Customer Support,Closed,CUST2804,2025-08-23 11:52:00,2025-08-24 12:54:31,2026-07-23 20:15:32,great job support team issue resolved within day,25.041944444444443,Positive,0.8176,Positive,0.9994268417358398,Positive,0.9994268417358398,transformer,Appreciation,1.0,Appreciation,11,Saturday,August,2025
1283,1283,The response time for service requests is unacceptably slow.,Service Delay,Operations,Open,CUST2389,2025-05-20 10:21:00,,2026-07-23 20:15:32,response time service requests unacceptably slow,,Neutral,0.0,Negative,-0.9997486472129822,Negative,-0.9997486472129822,transformer,Service Delay,1.0,Service Delay,10,Tuesday,May,2025
1284,1284,There is clear favoritism and under-the-table dealing happening.,,Administration,In Progress,CUST7967,2025-03-14 12:33:00,,2026-07-23 20:15:32,clear favoritism table dealing happening,,Positive,0.5106,Positive,0.993443727493286,Positive,0.993443727493286,transformer,Corruption/Bribery,0.8928520889790805,Corruption/Bribery,12,Friday,March,2025
1285,1285,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Closed,CUST9179,2025-08-10 14:22:00,2025-08-11 00:44:46,2026-07-23 20:15:32,billing error already paid still shows unpaid,10.379444444444443,Negative,-0.2144,Negative,-0.9994487166404724,Negative,-0.9994487166404724,transformer,Billing Issue,0.9345149684603592,Billing Issue,14,Sunday,August,2025
1286,1286,The equipment at the site is old and frequently malfunctions.,,Maintenance,Open,CUST3435,2025-10-23 15:51:00,,2026-07-23 20:15:32,equipment site old frequently malfunctions,,Neutral,0.0,Negative,-0.9997950196266174,Negative,-0.9997950196266174,transformer,Infrastructure,0.9124860210011156,Infrastructure,15,Thursday,October,2025
1287,1287,No safety measures are in place despite previous warnings.,Safety Concern,Security,Closed,CUST8838,2025-05-13 14:28:00,2025-05-18 10:50:31,2026-07-23 20:15:32,safety measures place despite previous warnings,116.37527777777778,Negative,-0.1139,Negative,-0.998145341873169,Negative,-0.998145341873169,transformer,Safety Concern,1.0,Safety Concern,14,Tuesday,May,2025
1289,1289,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Resolved,CUST6463,2025-05-16 15:27:00,2025-05-20 02:46:55,2026-07-23 20:15:32,late fee applied paid time,83.33194444444445,Neutral,0.0,Negative,-0.9993433356285096,Negative,-0.9993433356285096,transformer,Billing Issue,1.0,Billing Issue,15,Friday,May,2025
1290,1290,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Resolved,CUST9785,2025-06-18 10:31:00,2025-06-19 20:12:12,2026-07-23 20:15:32,bill amount doubled month without explanation,33.68666666666667,Neutral,0.0,Negative,-0.9965940117836,Negative,-0.9965940117836,transformer,Billing Issue,1.0,Billing Issue,10,Wednesday,June,2025
1291,1291,An official demanded a bribe before processing my documents.,Corruption/Bribery,Administration,Resolved,CUST4593,2025-02-23 10:26:00,2025-03-01 00:29:13,2026-07-23 20:15:32,official demanded bribe processing documents,134.0536111111111,Negative,-0.4019,Negative,-0.999240517616272,Negative,-0.999240517616272,transformer,Corruption/Bribery,1.0,Corruption/Bribery,10,Sunday,February,2025
1292,1292,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Open,CUST3188,2025-06-07 16:54:00,,2026-07-23 20:15:32,major leakage fixed weeks,,Neutral,0.0,Negative,-0.9974085688591005,Negative,-0.9974085688591005,transformer,Infrastructure,1.0,Infrastructure,16,Saturday,June,2025
1293,1293,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,Closed,CUST3283,2025-11-12 17:54:00,2025-11-14 07:39:39,2026-07-23 20:15:32,want thank team resolving issue quickly,37.76083333333333,Positive,0.6597,Positive,0.9981899857521056,Positive,0.9981899857521056,transformer,Appreciation,1.0,Appreciation,17,Wednesday,November,2025
1294,1294,No technician has visited despite multiple requests.,,Operations,Closed,CUST4679,2025-10-18 17:59:00,2025-10-23 11:32:11,2026-07-23 20:15:32,technician visited despite multiple requests,113.55305555555556,Negative,-0.296,Negative,-0.982450783252716,Negative,-0.982450783252716,transformer,Service Delay,0.9333926417018912,Service Delay,17,Saturday,October,2025
1295,1295,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Open,CUST7958,2025-02-23 10:45:00,,2026-07-23 20:15:32,bill amount doubled month without explanation,,Neutral,0.0,Negative,-0.9965940117836,Negative,-0.9965940117836,transformer,Billing Issue,1.0,Billing Issue,10,Sunday,February,2025
1296,1296,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Closed,CUST1494,2025-08-03 14:30:00,2025-08-10 05:25:07,2026-07-23 20:15:32,three weeks complaint still resolved,158.91861111111112,Negative,-0.4055,Negative,-0.9996131062507628,Negative,-0.9996131062507628,transformer,Service Delay,1.0,Service Delay,14,Sunday,August,2025
1297,1297,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Resolved,CUST3452,2025-02-03 11:00:00,2025-02-06 17:26:39,2026-07-23 20:15:32,bill amount doubled month without explanation,78.44416666666666,Neutral,0.0,Negative,-0.9965940117836,Negative,-0.9965940117836,transformer,Billing Issue,1.0,Billing Issue,11,Monday,February,2025
1298,1298,Security personnel are not checking IDs properly at the gate.,,Security,Closed,CUST7742,2025-09-24 15:33:00,2025-09-29 13:36:51,2026-07-23 20:15:32,security personnel checking ids properly gate,118.06416666666668,Positive,0.34,Negative,-0.9997747540473938,Negative,-0.9997747540473938,transformer,Safety Concern,0.8949369017066586,Safety Concern,15,Wednesday,September,2025
1299,1299,Security personnel are not checking IDs properly at the gate.,,Security,In Progress,CUST1526,2025-09-23 11:00:00,,2026-07-23 20:15:32,security personnel checking ids properly gate,,Positive,0.34,Negative,-0.9997747540473938,Negative,-0.9997747540473938,transformer,Safety Concern,0.8949369017066586,Safety Concern,11,Tuesday,September,2025
1300,1300,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Closed,CUST8443,2025-07-01 08:25:00,2025-07-05 23:57:37,2026-07-23 20:15:32,major leakage fixed weeks,111.5436111111111,Neutral,0.0,Negative,-0.9974085688591005,Negative,-0.9974085688591005,transformer,Infrastructure,1.0,Infrastructure,8,Tuesday,July,2025
1301,1301,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,Closed,CUST3569,2025-11-17 18:19:00,2025-11-20 12:07:36,2026-07-23 20:15:32,employee refused help arguing instead assisting,65.81,Negative,-0.3612,Negative,-0.9993220567703248,Negative,-0.9993220567703248,transformer,Staff Behavior,1.0,Staff Behavior,18,Monday,November,2025
1302,1302,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,In Progress,CUST4586,2025-07-05 10:47:00,,2026-07-23 20:15:32,three weeks complaint still resolved,,Negative,-0.4055,Negative,-0.9996131062507628,Negative,-0.9996131062507628,transformer,Service Delay,1.0,Service Delay,10,Saturday,July,2025
1303,1303,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Closed,CUST7637,2025-08-03 08:52:00,2025-08-08 11:14:47,2026-07-23 20:15:32,staff keep telling wait nothing happens,122.37972222222224,Neutral,0.0,Negative,-0.9984003901481628,Negative,-0.9984003901481628,transformer,Service Delay,1.0,Service Delay,8,Sunday,August,2025
